net_hidden_sizes,net_n_colors,net_p,net_delta,net_k,net_allow_pathway_interaction,net_signific_p_multiplier,train_n_epochs,train_batch_size,train_eval_batch_size,train_learning_rate,train_train_ratio,train_save_dir,train_acc,test_acc,train_class_0_acc,train_class_1_acc,train_class_2_acc,train_class_3_acc,train_class_4_acc,train_class_5_acc,train_class_6_acc,train_class_7_acc,train_class_8_acc,train_class_9_acc,test_class_0_acc,test_class_1_acc,test_class_2_acc,test_class_3_acc,test_class_4_acc,test_class_5_acc,test_class_6_acc,test_class_7_acc,test_class_8_acc,test_class_9_acc,avg_diag,avg_off_diag,diag_off_diff,class_0_vs_col,class_1_vs_col,class_2_vs_col,class_3_vs_col,class_4_vs_col,class_5_vs_col,class_6_vs_col,class_7_vs_col,class_8_vs_col,class_9_vs_col,norm_avg_diag,norm_avg_off_diag,norm_diag_off_diff,norm_class_0_vs_col,norm_class_1_vs_col,norm_class_2_vs_col,norm_class_3_vs_col,norm_class_4_vs_col,norm_class_5_vs_col,norm_class_6_vs_col,norm_class_7_vs_col,norm_class_8_vs_col,norm_class_9_vs_col,class_10_vs_col,class_11_vs_col,class_12_vs_col,class_13_vs_col,class_14_vs_col,class_15_vs_col,class_16_vs_col,class_17_vs_col,class_18_vs_col,class_19_vs_col,class_20_vs_col,class_21_vs_col,class_22_vs_col,class_23_vs_col,class_24_vs_col,class_25_vs_col,class_26_vs_col,class_27_vs_col,class_28_vs_col,class_29_vs_col,class_30_vs_col,class_31_vs_col,class_32_vs_col,class_33_vs_col,class_34_vs_col,class_35_vs_col,class_36_vs_col,class_37_vs_col,class_38_vs_col,class_39_vs_col,class_40_vs_col,class_41_vs_col,class_42_vs_col,class_43_vs_col,class_44_vs_col,class_45_vs_col,class_46_vs_col,class_47_vs_col,class_48_vs_col,class_49_vs_col,class_50_vs_col,class_51_vs_col,class_52_vs_col,class_53_vs_col,class_54_vs_col,class_55_vs_col,class_56_vs_col,class_57_vs_col,class_58_vs_col,class_59_vs_col,class_60_vs_col,class_61_vs_col,class_62_vs_col,class_63_vs_col,class_64_vs_col,class_65_vs_col,class_66_vs_col,class_67_vs_col,class_68_vs_col,class_69_vs_col,class_70_vs_col,class_71_vs_col,class_72_vs_col,class_73_vs_col,class_74_vs_col,class_75_vs_col,class_76_vs_col,class_77_vs_col,class_78_vs_col,class_79_vs_col,class_80_vs_col,class_81_vs_col,class_82_vs_col,class_83_vs_col,class_84_vs_col,class_85_vs_col,class_86_vs_col,class_87_vs_col,class_88_vs_col,class_89_vs_col,class_90_vs_col,class_91_vs_col,class_92_vs_col,class_93_vs_col,class_94_vs_col,class_95_vs_col,class_96_vs_col,class_97_vs_col,class_98_vs_col,class_99_vs_col,norm_class_10_vs_col,norm_class_11_vs_col,norm_class_12_vs_col,norm_class_13_vs_col,norm_class_14_vs_col,norm_class_15_vs_col,norm_class_16_vs_col,norm_class_17_vs_col,norm_class_18_vs_col,norm_class_19_vs_col,norm_class_20_vs_col,norm_class_21_vs_col,norm_class_22_vs_col,norm_class_23_vs_col,norm_class_24_vs_col,norm_class_25_vs_col,norm_class_26_vs_col,norm_class_27_vs_col,norm_class_28_vs_col,norm_class_29_vs_col,norm_class_30_vs_col,norm_class_31_vs_col,norm_class_32_vs_col,norm_class_33_vs_col,norm_class_34_vs_col,norm_class_35_vs_col,norm_class_36_vs_col,norm_class_37_vs_col,norm_class_38_vs_col,norm_class_39_vs_col,norm_class_40_vs_col,norm_class_41_vs_col,norm_class_42_vs_col,norm_class_43_vs_col,norm_class_44_vs_col,norm_class_45_vs_col,norm_class_46_vs_col,norm_class_47_vs_col,norm_class_48_vs_col,norm_class_49_vs_col,norm_class_50_vs_col,norm_class_51_vs_col,norm_class_52_vs_col,norm_class_53_vs_col,norm_class_54_vs_col,norm_class_55_vs_col,norm_class_56_vs_col,norm_class_57_vs_col,norm_class_58_vs_col,norm_class_59_vs_col,norm_class_60_vs_col,norm_class_61_vs_col,norm_class_62_vs_col,norm_class_63_vs_col,norm_class_64_vs_col,norm_class_65_vs_col,norm_class_66_vs_col,norm_class_67_vs_col,norm_class_68_vs_col,norm_class_69_vs_col,norm_class_70_vs_col,norm_class_71_vs_col,norm_class_72_vs_col,norm_class_73_vs_col,norm_class_74_vs_col,norm_class_75_vs_col,norm_class_76_vs_col,norm_class_77_vs_col,norm_class_78_vs_col,norm_class_79_vs_col,norm_class_80_vs_col,norm_class_81_vs_col,norm_class_82_vs_col,norm_class_83_vs_col,norm_class_84_vs_col,norm_class_85_vs_col,norm_class_86_vs_col,norm_class_87_vs_col,norm_class_88_vs_col,norm_class_89_vs_col,norm_class_90_vs_col,norm_class_91_vs_col,norm_class_92_vs_col,norm_class_93_vs_col,norm_class_94_vs_col,norm_class_95_vs_col,norm_class_96_vs_col,norm_class_97_vs_col,norm_class_98_vs_col,norm_class_99_vs_col
[279],,2.714883638153625,0.28465526260963947,2,False,3.7436589860695477,44,115,1000,0.024016150567880895,0.8,results,0.7528666666666667,0.7587,0.8732061455343576,0.8639869474933254,0.7423632091305807,0.7954656662860871,0.6845258473125642,0.4869950193691201,0.8382899628252788,0.770949720670391,0.7128695949410357,0.7184400739620104,0.8928571428571429,0.8599118942731278,0.7015503875968992,0.8396039603960396,0.6761710794297352,0.492152466367713,0.8225469728601252,0.7723735408560312,0.7279260780287474,0.7631318136769079,0.436376795538652,0.0,0.436376795538652,0.9428230748730105,0.034418560388323326,0.2683490802462874,0.32794044134849987,0.248756625888238,0.5156655494563779,0.4167608559324622,0.18471206715449073,0.3641841720855387,0.2809902167641631,1.0,0.0,1.0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.06990099086000008,0.8205944089706856,0.2569066486309828,0.273917267874614,0.16041359010132678,0.2282139374925002,0.19338712038144346,0.2966854503062442,0.3151702115678578,0.2778119024401597,0.36336252349304565,0.2031770569458078,0.8839635992355325,0.5160809310632841,0.4010444887481379,0.4018201445494341,0.46271236185417886,0.3191545175055457,0.5931333593774448,0.3717538960999628,0.34328342647219345,0.23107542649386403,0.49685841620922666,0.9296107432396978,0.2642412244309106,0.6377068583203903,0.27509490108555673,0.22327714744966828,0.641143985501787,0.32084453713996913,0.27526483883150843,0.21454336805855584,0.3418631109440493,0.22895556839890252,0.8888994459744103,0.43709542932850753,0.4513507547121055,0.5909314589079905,0.5223961594170727,0.8489511090011137,0.47965286484249386,0.1254599703013424,0.3694745128236423,0.5919877370645542,0.3907923731471797,0.7634411978822107,0.3645621972505946,0.30105359256070957,0.6353664956378358,0.45854319315261693,0.4054425905252352,0.23106626079161885,0.442187005770138,0.3345841936189153,0.3981210493580158,0.4662423781243073,0.8793454241602195,0.27164972722830777,0.47013902800260526,0.4499674458104151,0.2329562098391166,0.2442118148437888,0.2659006836407952,0.24205501505315113,0.540089167041946,0.35034800550565104,0.25952907065631436,0.9118786482166396,0.42686124419856847,0.696402703131497,0.36693429406380473,0.2675327477992182,0.5105809948184925,0.5239163247543077,0.4907601441960161,0.6516105446184153,0.39160492402685126,0.40881108511814723,0.9388691094287513,0.5737006842731464,0.2733515415433656,0.2740818603840048,0.30870911971999804,0.3102512156677696,0.7062590438980719,0.48269524440451567,0.40382249972190687,0.6706284945844236,0.5600087970520542,0.930669326519793,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
