net_hidden_sizes,net_n_colors,net_p,net_delta,net_k,net_allow_pathway_interaction,net_signific_p_multiplier,train_n_epochs,train_batch_size,train_eval_batch_size,train_learning_rate,train_train_ratio,train_save_dir,train_train_indices,train_digit_acc,train_color_acc,train_full_acc,test_digit_acc,test_color_acc,test_full_acc,train_digit_0_acc,train_digit_1_acc,train_digit_2_acc,train_digit_3_acc,train_digit_4_acc,train_digit_5_acc,train_digit_6_acc,train_digit_7_acc,train_digit_8_acc,train_digit_9_acc,train_color_0_acc,train_color_1_acc,train_color_2_acc,train_color_3_acc,train_color_4_acc,test_digit_0_acc,test_digit_1_acc,test_digit_2_acc,test_digit_3_acc,test_digit_4_acc,test_digit_5_acc,test_digit_6_acc,test_digit_7_acc,test_digit_8_acc,test_digit_9_acc,test_color_0_acc,test_color_1_acc,test_color_2_acc,test_color_3_acc,test_color_4_acc,id_avg_diag,id_avg_off_diag,id_diag_off_diff,id_class_0_vs_col,id_class_1_vs_col,id_class_2_vs_col,id_class_3_vs_col,id_class_4_vs_col,id_class_5_vs_col,id_class_6_vs_col,id_class_7_vs_col,id_class_8_vs_col,id_class_9_vs_col,id_class_10_vs_col,id_class_11_vs_col,id_class_12_vs_col,id_class_13_vs_col,id_class_14_vs_col,id_class_15_vs_col,id_class_16_vs_col,id_class_17_vs_col,id_class_18_vs_col,id_class_19_vs_col,id_class_20_vs_col,id_class_21_vs_col,id_class_22_vs_col,id_class_23_vs_col,id_class_24_vs_col,id_class_25_vs_col,id_class_26_vs_col,id_class_27_vs_col,id_class_28_vs_col,id_class_29_vs_col,id_class_30_vs_col,id_class_31_vs_col,id_class_32_vs_col,id_class_33_vs_col,id_class_34_vs_col,id_class_35_vs_col,id_class_36_vs_col,id_class_37_vs_col,id_class_38_vs_col,id_class_39_vs_col,ood_avg_diag,ood_avg_off_diag,ood_diag_off_diff,ood_class_0_vs_col,ood_class_1_vs_col,ood_class_2_vs_col,ood_class_3_vs_col,ood_class_4_vs_col,ood_class_5_vs_col,ood_class_6_vs_col,ood_class_7_vs_col,ood_class_8_vs_col,ood_class_9_vs_col,digit_avg_diag,digit_avg_off_diag,digit_diag_off_diff,digit_class_0_vs_col,digit_class_1_vs_col,digit_class_2_vs_col,digit_class_3_vs_col,digit_class_4_vs_col,digit_class_5_vs_col,digit_class_6_vs_col,digit_class_7_vs_col,digit_class_8_vs_col,digit_class_9_vs_col,color_avg_diag,color_avg_off_diag,color_diag_off_diff,color_class_0_vs_col,color_class_1_vs_col,color_class_2_vs_col,color_class_3_vs_col,color_class_4_vs_col,all_avg_diag,all_avg_off_diag,all_diag_off_diff,all_class_0_vs_col,all_class_1_vs_col,all_class_2_vs_col,all_class_3_vs_col,all_class_4_vs_col,all_class_5_vs_col,all_class_6_vs_col,all_class_7_vs_col,all_class_8_vs_col,all_class_9_vs_col,all_class_10_vs_col,all_class_11_vs_col,all_class_12_vs_col,all_class_13_vs_col,all_class_14_vs_col,all_class_15_vs_col,all_class_16_vs_col,all_class_17_vs_col,all_class_18_vs_col,all_class_19_vs_col,all_class_20_vs_col,all_class_21_vs_col,all_class_22_vs_col,all_class_23_vs_col,all_class_24_vs_col,all_class_25_vs_col,all_class_26_vs_col,all_class_27_vs_col,all_class_28_vs_col,all_class_29_vs_col,all_class_30_vs_col,all_class_31_vs_col,all_class_32_vs_col,all_class_33_vs_col,all_class_34_vs_col,all_class_35_vs_col,all_class_36_vs_col,all_class_37_vs_col,all_class_38_vs_col,all_class_39_vs_col,all_class_40_vs_col,all_class_41_vs_col,all_class_42_vs_col,all_class_43_vs_col,all_class_44_vs_col,all_class_45_vs_col,all_class_46_vs_col,all_class_47_vs_col,all_class_48_vs_col,all_class_49_vs_col
[107],5,3.272820822527561,0.4034282764658811,3,False,3.722699421778279,48,78,1000,0.011227530419758448,0.8,results,"[0, 1, 2, 3, 5, 6, 7, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 36, 38, 39, 40, 42, 43, 44, 46, 47, 48, 49]",0.7009333333333333,1.0,0.7009333333333333,0.6135,1.0,0.6135,0.8750633125105521,0.9145654108573124,0.7317891910036926,0.8461914858913717,0.4828825744608011,0.38406198118428336,0.8543426833389659,0.7280127693535515,0.6173303708767732,0.5088250126071608,1.0,1.0,1.0,1.0,1.0,0.7989795918367347,0.8555066079295154,0.6337209302325582,0.7891089108910891,0.40020366598778007,0.32847533632286996,0.7453027139874739,0.585603112840467,0.49794661190965095,0.4390485629335976,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,1.0,0.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.0,0.2,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.1,0.0,0.1,0.08,0.08,0.08,0.08,0.08,1.0,0.0,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
