net_hidden_sizes,net_n_colors,net_p,net_delta,net_k,net_allow_pathway_interaction,net_signific_p_multiplier,train_n_epochs,train_batch_size,train_eval_batch_size,train_learning_rate,train_train_ratio,train_save_dir,train_train_indices,train_digit_acc,train_color_acc,train_full_acc,test_digit_acc,test_color_acc,test_full_acc,train_digit_0_acc,train_digit_1_acc,train_digit_2_acc,train_digit_3_acc,train_digit_4_acc,train_digit_5_acc,train_digit_6_acc,train_digit_7_acc,train_digit_8_acc,train_digit_9_acc,train_color_0_acc,train_color_1_acc,test_digit_0_acc,test_digit_1_acc,test_digit_2_acc,test_digit_3_acc,test_digit_4_acc,test_digit_5_acc,test_digit_6_acc,test_digit_7_acc,test_digit_8_acc,test_digit_9_acc,test_color_0_acc,test_color_1_acc,id_avg_diag,id_avg_off_diag,id_diag_off_diff,id_class_0_vs_col,id_class_1_vs_col,id_class_2_vs_col,id_class_3_vs_col,id_class_4_vs_col,id_class_5_vs_col,id_class_6_vs_col,id_class_7_vs_col,id_class_8_vs_col,id_class_9_vs_col,id_class_10_vs_col,id_class_11_vs_col,id_class_12_vs_col,id_class_13_vs_col,id_class_14_vs_col,id_class_15_vs_col,ood_avg_diag,ood_avg_off_diag,ood_diag_off_diff,ood_class_0_vs_col,ood_class_1_vs_col,ood_class_2_vs_col,ood_class_3_vs_col,digit_avg_diag,digit_avg_off_diag,digit_diag_off_diff,digit_class_0_vs_col,digit_class_1_vs_col,digit_class_2_vs_col,digit_class_3_vs_col,digit_class_4_vs_col,digit_class_5_vs_col,digit_class_6_vs_col,digit_class_7_vs_col,digit_class_8_vs_col,digit_class_9_vs_col,color_avg_diag,color_avg_off_diag,color_diag_off_diff,color_class_0_vs_col,color_class_1_vs_col,all_avg_diag,all_avg_off_diag,all_diag_off_diff,all_class_0_vs_col,all_class_1_vs_col,all_class_2_vs_col,all_class_3_vs_col,all_class_4_vs_col,all_class_5_vs_col,all_class_6_vs_col,all_class_7_vs_col,all_class_8_vs_col,all_class_9_vs_col,all_class_10_vs_col,all_class_11_vs_col,all_class_12_vs_col,all_class_13_vs_col,all_class_14_vs_col,all_class_15_vs_col,all_class_16_vs_col,all_class_17_vs_col,all_class_18_vs_col,all_class_19_vs_col
[202],2,2.848654740531294,0.4735287774202731,4,True,3.890304084698597,25,72,1000,0.010164946715927848,0.8,results,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 16, 17, 19]",0.6021833333333333,0.9982666666666666,0.6007833333333333,0.4488,0.9982,0.4472,0.5902414317069052,0.6867398398101453,0.4303457536085935,0.814222802152993,0.27079767203012667,0.6790260099612617,0.4342683338965867,0.8159616919393455,0.29328319945308495,0.9729366280047067,1.0,0.9964729023943566,0.5877551020408164,0.6696035242290749,0.4069767441860465,0.4772277227722772,0.2545824847250509,0.3834080717488789,0.4196242171189979,0.4270428015564202,0.30903490759753593,0.5113974231912785,1.0,0.9963992798559712,1.0,0.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,0.0,1.0,0.75,0.75,0.75,0.75,0.5,0.0,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.1,0.0,0.1,0.05,0.05,1.0,0.0,1.0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
