net_hidden_sizes,net_n_colors,net_p,net_delta,net_k,net_allow_pathway_interaction,net_signific_p_multiplier,train_n_epochs,train_batch_size,train_eval_batch_size,train_learning_rate,train_train_ratio,train_save_dir,train_acc,test_acc,train_class_0_acc,train_class_1_acc,train_class_2_acc,train_class_3_acc,train_class_4_acc,train_class_5_acc,train_class_6_acc,train_class_7_acc,train_class_8_acc,train_class_9_acc,test_class_0_acc,test_class_1_acc,test_class_2_acc,test_class_3_acc,test_class_4_acc,test_class_5_acc,test_class_6_acc,test_class_7_acc,test_class_8_acc,test_class_9_acc,avg_diag,avg_off_diag,diag_off_diff,class_0_vs_col,class_1_vs_col,class_2_vs_col,class_3_vs_col,class_4_vs_col,class_5_vs_col,class_6_vs_col,class_7_vs_col,class_8_vs_col,class_9_vs_col,norm_avg_diag,norm_avg_off_diag,norm_diag_off_diff,norm_class_0_vs_col,norm_class_1_vs_col,norm_class_2_vs_col,norm_class_3_vs_col,norm_class_4_vs_col,norm_class_5_vs_col,norm_class_6_vs_col,norm_class_7_vs_col,norm_class_8_vs_col,norm_class_9_vs_col
[197],,3.515619317401767,0.4003091164903511,4,True,3.5295613355350497,18,76,1000,0.015147272931826876,0.8,results,0.6106,0.619,0.685969947661658,0.8665084544645506,0.6079221215172876,0.7380525199804273,0.47261211913728174,0.42206235011990406,0.7592091922946942,0.5612130885873903,0.5807554264228337,0.3577071776769205,0.6632653061224489,0.8784140969162996,0.5843023255813954,0.7950495049504951,0.49490835030549896,0.44506726457399104,0.7473903966597077,0.5671206225680934,0.5728952772073922,0.39345887016848363,0.6508175569650274,0.0,0.6508175569650274,0.5647666749678012,0.48129625018104716,0.6428258537424215,0.6038763406681115,0.6187204526560859,0.6227868614200618,0.5530462388765346,0.6072203365055922,0.5968991000175794,0.5659199036500115,1.0,0.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
